Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP,Sending_Country_GDP_Per_Capita,Receiving_Country_GDP_Per_Capita
Benin,Ecuador,2021,0.02850657,USD millions,Central Bank Data,Latin America,BEN,ECU,15779.238957311702,102825.145845295,1176.377276,5815.094774
Benin,Mexico,2022,0.008055,USD millions,Central Bank Data,Latin America,BEN,MEX,16765.9064147949,1287850.32341001,1218.496689,10013.36686
Bermuda,Ecuador,2021,0.348266,USD millions,Central Bank Data,Latin America,BMU,ECU,6667.453991676151,102825.145845295,103134.7295,5815.094774
Bermuda,Jamaica,2022,7.524725273,USD millions,Central Bank Data,Latin America,BMU,JAM,7099.25336141199,14806.3802902635,109642.6719,5215.086058
Bermuda,Mexico,2022,0.09333,USD millions,Central Bank Data,Latin America,BMU,MEX,7099.25336141199,1287850.32341001,109642.6719,10013.36686
Bermuda,Panama,2022,0.061535757,USD millions,INEC,Latin America,BMU,PAN,7099.25336141199,70048.9853448611,109642.6719,15917.42754
Bolivia,Chile,2021,9.414321651,USD millions,Central Bank Data,Latin America,BOL,CHL,36986.1268029765,273390.12003128,3098.350624,14051.47136
Bolivia,Colombia,2022,24.401610999,USD millions,Central Bank Data,Latin America,BOL,COL,38319.7283375714,354752.90089902,3172.910467,6856.725905
Bolivia,Ecuador,2021,7.44350471,USD millions,Central Bank Data,Latin America,BOL,ECU,36986.1268029765,102825.145845295,3098.350624,5815.094774
Bolivia,Mexico,2022,10.471064,USD millions,Central Bank Data,Latin America,BOL,MEX,38319.7283375714,1287850.32341001,3172.910467,10013.36686
Bolivia,Panama,2022,1.540783443,USD millions,INEC,Latin America,BOL,PAN,38319.7283375714,70048.9853448611,3172.910467,15917.42754
Bosnia and Herzegovina,Ecuador,2021,0.01810642,USD millions,Central Bank Data,Latin America,BIH,ECU,19454.6717535435,102825.145845295,5995.448176,5815.094774
Bosnia and Herzegovina,Mexico,2022,0.023966,USD millions,Central Bank Data,Latin America,BIH,MEX,20276.9839613676,1287850.32341001,6327.062939,10013.36686
Botswana,Ecuador,2021,0.002811,USD millions,Central Bank Data,Latin America,BWA,ECU,16560.1254476096,102825.145845295,6895.911849,5815.094774
Botswana,Mexico,2022,0.000963,USD millions,Central Bank Data,Latin America,BWA,MEX,17468.6167555627,1287850.32341001,7159.586062,10013.36686
Brazil,Bolivia,2022,83,USD millions,Central Bank Data,Latin America,BRA,BOL,1899505.37755802,38319.7283375714,9032.084816,3172.910467
Brazil,Chile,2021,5.424475332,USD millions,Central Bank Data,Latin America,BRA,CHL,1843881.1199202,273390.12003128,8799.229458,14051.47136
Brazil,Colombia,2022,100.096094712,USD millions,Central Bank Data,Latin America,BRA,COL,1899505.37755802,354752.90089902,9032.084816,6856.725905
Brazil,Ecuador,2021,12.98441998,USD millions,Central Bank Data,Latin America,BRA,ECU,1843881.1199202,102825.145845295,8799.229458,5815.094774
Brazil,Haiti,2019,75.644931398,USD millions,Central Bank Data,Latin America,BRA,HTI,1819683.21769938,15485.274058243,8771.440513,1394.421141
Brazil,Mexico,2022,39.469823,USD millions,Central Bank Data,Latin America,BRA,MEX,1899505.37755802,1287850.32341001,9032.084816,10013.36686
Brazil,Panama,2022,9.082440833,USD millions,INEC,Latin America,BRA,PAN,1899505.37755802,70048.9853448611,9032.084816,15917.42754
Brazil,Paraguay,2022,11.838549857,USD millions,Central Bank Data,Latin America,BRA,PRY,1899505.37755802,42037.90309474491,9032.084816,6218.197907
British Virgin Islands,Ecuador,2021,0.01832945,USD millions,Central Bank Data,Latin America,VGB,ECU,,102825.145845295,,5815.094774
British Virgin Islands,Jamaica,2022,7.559672433,USD millions,Central Bank Data,Latin America,VGB,JAM,,14806.3802902635,,5215.086058
British Virgin Islands,Mexico,2022,0.007236,USD millions,Central Bank Data,Latin America,VGB,MEX,,1287850.32341001,,10013.36686
British Virgin Islands,Panama,2022,0.064766636,USD millions,INEC,Latin America,VGB,PAN,,70048.9853448611,,15917.42754
Brunei Darussalam,Ecuador,2021,0.00104482,USD millions,Central Bank Data,Latin America,BRN,ECU,13215.6323701015,102825.145845295,29256.18329,5815.094774
Bulgaria,Ecuador,2021,0.09197525,USD millions,Central Bank Data,Latin America,BGR,ECU,59664.4782538097,102825.145845295,9168.851764,5815.094774
Bulgaria,Mexico,2022,0.031933,USD millions,Central Bank Data,Latin America,BGR,MEX,62074.1938265485,1287850.32341001,9601.432713,10013.36686
Bulgaria,Panama,2022,0.010352968,USD millions,INEC,Latin America,BGR,PAN,62074.1938265485,70048.9853448611,9601.432713,15917.42754
Burkina Faso,Ecuador,2021,0.02703836,USD millions,Central Bank Data,Latin America,BFA,ECU,16396.8501825889,102825.145845295,745.4725634,5815.094774
Burkina Faso,Mexico,2022,0.098277,USD millions,Central Bank Data,Latin America,BFA,MEX,16642.3503397932,1287850.32341001,739.3630212,10013.36686
Burundi,Ecuador,2021,0.001106,USD millions,Central Bank Data,Latin America,BDI,ECU,3318.09932775908,102825.145845295,255.9179507,5815.094774
Burundi,Mexico,2022,5.8e-05,USD millions,Central Bank Data,Latin America,BDI,MEX,3379.4509657308004,1287850.32341001,253.6916416,10013.36686
Cabo Verde,Ecuador,2021,0.02254153,USD millions,Central Bank Data,Latin America,CPV,ECU,1793.62726088123,102825.145845295,3471.655342,5815.094774
Cabo Verde,Mexico,2022,0.008431,USD millions,Central Bank Data,Latin America,CPV,MEX,2077.80374708658,1287850.32341001,3997.767633,10013.36686
Cambodia,Ecuador,2021,0.010467,USD millions,Central Bank Data,Latin America,KHM,ECU,32909.1776956837,102825.145845295,1938.764367,5815.094774
Cambodia,Mexico,2022,0.011224,USD millions,Central Bank Data,Latin America,KHM,MEX,34597.385966820504,1287850.32341001,2011.274333,10013.36686
Cameroon,Ecuador,2021,0.32855389,USD millions,Central Bank Data,Latin America,CMR,ECU,38854.942334576896,102825.145845295,1443.576002,5815.094774
Cameroon,Mexico,2022,0.148448,USD millions,Central Bank Data,Latin America,CMR,MEX,40306.8676051364,1287850.32341001,1458.661804,10013.36686
Cameroon,Panama,2022,0.068733711,USD millions,INEC,Latin America,CMR,PAN,40306.8676051364,70048.9853448611,1458.661804,15917.42754
Canada,Brazil,2022,88.11104413,USD millions,Central Bank Data,Latin America,CAN,BRA,1778503.389905,1899505.37755802,45677.68658,9032.084816
Canada,Chile,2021,14.375961662,USD millions,Central Bank Data,Latin America,CAN,CHL,1706996.67967769,273390.12003128,44639.19327,14051.47136
Canada,Colombia,2022,226.595455817,USD millions,Central Bank Data,Latin America,CAN,COL,1778503.389905,354752.90089902,45677.68658,6856.725905
Canada,Costa Rica,2022,64.675969163,USD millions,Central Bank Data,Latin America,CAN,CRI,1778503.389905,69549.85603306709,45677.68658,13686.16141
Canada,Dominican Republic,2022,64.675969163,USD millions,Central Bank Data,Latin America,CAN,DOM,1778503.389905,97686.4508239666,45677.68658,8698.135921
Canada,Ecuador,2021,49.43577867,USD millions,Central Bank Data,Latin America,CAN,ECU,1706996.67967769,102825.145845295,44639.19327,5815.094774
Canada,Haiti,2019,92.785748670,USD millions,Central Bank Data,Latin America,CAN,HTI,1696605.09055184,15485.274058243,45100.29151,1394.421141
Canada,Honduras,2022,13.52228638,USD millions,Central Bank Data,Latin America,CAN,HND,1778503.389905,25973.6726317766,45677.68658,2482.223849
Canada,Jamaica,2022,297.878462532,USD millions,Central Bank Data,Latin America,CAN,JAM,1778503.389905,14806.3802902635,45677.68658,5215.086058
Canada,Mexico,2022,750.433214,USD millions,Central Bank Data,Latin America,CAN,MEX,1778503.389905,1287850.32341001,45677.68658,10013.36686
Canada,Nicaragua,2022,20.1,USD millions,Central Bank Data,Latin America,CAN,NIC,1778503.389905,14644.1463457189,45677.68658,2175.738991
Canada,Panama,2022,7.925555879,USD millions,INEC,Latin America,CAN,PAN,1778503.389905,70048.9853448611,45677.68658,15917.42754
Canada,Suriname,2022,1.247295849,USD millions,Central Bank Data,Latin America,CAN,SUR,1778503.389905,4412.832154845641,45677.68658,7081.333573
Cayman Islands,Colombia,2022,2.392407825,USD millions,Central Bank Data,Latin America,CYM,COL,5697.740750963,354752.90089902,79587.38879,6856.725905
Cayman Islands,Ecuador,2021,0.40104036,USD millions,Central Bank Data,Latin America,CYM,ECU,5418.35263341053,102825.145845295,77285.79668,5815.094774
Cayman Islands,Honduras,2022,1.72606866,USD millions,Central Bank Data,Latin America,CYM,HND,5697.740750963,25973.6726317766,79587.38879,2482.223849
Cayman Islands,Jamaica,2022,174.760479679,USD millions,Central Bank Data,Latin America,CYM,JAM,5697.740750963,14806.3802902635,79587.38879,5215.086058
Cayman Islands,Mexico,2022,0.384943,USD millions,Central Bank Data,Latin America,CYM,MEX,5697.740750963,1287850.32341001,79587.38879,10013.36686
Cayman Islands,Panama,2022,0.150803386,USD millions,INEC,Latin America,CYM,PAN,5697.740750963,70048.9853448611,79587.38879,15917.42754
Central African Republic,Ecuador,2021,0.00332266,USD millions,Central Bank Data,Latin America,CAF,ECU,2024.49702649048,102825.145845295,396.0206229,5815.094774
Chad,Ecuador,2021,0.00195866,USD millions,Central Bank Data,Latin America,TCD,ECU,15284.0054061652,102825.145845295,857.2902943,5815.094774
Chad,Mexico,2022,0.000587,USD millions,Central Bank Data,Latin America,TCD,MEX,17255.1249585401,1287850.32341001,934.9677328,10013.36686
Chile,Bolivia,2022,310,USD millions,Central Bank Data,Latin America,CHL,BOL,279278.92561569205,38319.7283375714,14283.14895,3172.910467
Chile,Colombia,2022,482.354006081,USD millions,Central Bank Data,Latin America,CHL,COL,279278.92561569205,354752.90089902,14283.14895,6856.725905
Chile,Ecuador,2021,144.48489191,USD millions,Central Bank Data,Latin America,CHL,ECU,273390.12003128,102825.145845295,14051.47136,5815.094774
Chile,Haiti,2019,170.264649515,USD millions,Central Bank Data,Latin America,CHL,HTI,261676.645417276,15485.274058243,13630.59354,1394.421141
Chile,Mexico,2022,58.293487,USD millions,Central Bank Data,Latin America,CHL,MEX,279278.92561569205,1287850.32341001,14283.14895,10013.36686
Chile,Panama,2022,8.323886737,USD millions,INEC,Latin America,CHL,PAN,279278.92561569205,70048.9853448611,14283.14895,15917.42754
Chile,Paraguay,2022,9.833799211,USD millions,Central Bank Data,Latin America,CHL,PRY,279278.92561569205,42037.90309474491,14283.14895,6218.197907
China,Chile,2021,1.525736260,USD millions,Central Bank Data,Latin America,CHN,CHL,16199162.8929086,273390.12003128,11469.57071,14051.47136
China,Colombia,2022,0.902620728,USD millions,Central Bank Data,Latin America,CHN,COL,16706875.2536485,354752.90089902,11830.59837,6856.725905
China,Ecuador,2021,1.62896649,USD millions,Central Bank Data,Latin America,CHN,ECU,16199162.8929086,102825.145845295,11469.57071,5815.094774
China,Mexico,2022,0.262623,USD millions,Central Bank Data,Latin America,CHN,MEX,16706875.2536485,1287850.32341001,11830.59837,10013.36686
China,Panama,2022,0.358087957,USD millions,INEC,Latin America,CHN,PAN,16706875.2536485,70048.9853448611,11830.59837,15917.42754
"China, Hong Kong SAR",Ecuador,2021,0.30181379,USD millions,Central Bank Data,Latin America,HKG,ECU,330112.37319341,102825.145845295,44530.94835,5815.094774
"China, Hong Kong SAR",Mexico,2022,0.028872,USD millions,Central Bank Data,Latin America,HKG,MEX,317951.853968253,1287850.32341001,43281.72145,10013.36686
"China, Hong Kong SAR",Panama,2022,0.360325598,USD millions,INEC,Latin America,HKG,PAN,317951.853968253,70048.9853448611,43281.72145,15917.42754
"China, Macao SAR",Panama,2022,0.004601018,USD millions,INEC,Latin America,MAC,PAN,23110.7649765182,70048.9853448611,34121.90311,15917.42754
"China, Taiwan Province of",Ecuador,2021,0.07381492,USD millions,Central Bank Data,Latin America,TWN,ECU,,102825.145845295,,5815.094774
China,Ecuador,2021,0.07381492,USD millions,Central Bank Data,Latin America,CHN,ECU,16199162.8929086,102825.145845295,11469.57071,5815.094774
China,Mexico,2022,0.003889,USD millions,Central Bank Data,Latin America,CHN,MEX,16706875.2536485,1287850.32341001,11830.59837,10013.36686
China,Panama,2022,0.029001533,USD millions,INEC,Latin America,CHN,PAN,16706875.2536485,70048.9853448611,11830.59837,15917.42754
Colombia,Chile,2021,10.826573272,USD millions,Central Bank Data,Latin America,COL,CHL,330530.695024886,273390.12003128,6457.169218,14051.47136
Colombia,Ecuador,2021,48.78118881,USD millions,Central Bank Data,Latin America,COL,ECU,330530.695024886,102825.145845295,6457.169218,5815.094774
Colombia,Mexico,2022,129.091259,USD millions,Central Bank Data,Latin America,COL,MEX,354752.90089902,1287850.32341001,6856.725905,10013.36686
Colombia,Panama,2022,15.417618992,USD millions,INEC,Latin America,COL,PAN,354752.90089902,70048.9853448611,6856.725905,15917.42754
Comoros,Mexico,2022,0.000259,USD millions,Central Bank Data,Latin America,COM,MEX,1241.98592146684,1287850.32341001,1488.856135,10013.36686
Congo,Mexico,2022,0.05657,USD millions,Central Bank Data,Latin America,COG,MEX,10175.199489763902,1287850.32341001,1686.002344,10013.36686
Congo,Panama,2022,0.013434995,USD millions,INEC,Latin America,COG,PAN,10175.199489763902,70048.9853448611,1686.002344,15917.42754
Costa Rica,Colombia,2022,28.211136338,USD millions,Central Bank Data,Latin America,CRI,COL,69549.85603306709,354752.90089902,13686.16141,6856.725905
Costa Rica,Ecuador,2021,3.14762372,USD millions,Central Bank Data,Latin America,CRI,ECU,66522.1077664702,102825.145845295,13146.69279,5815.094774
Costa Rica,Honduras,2022,1.0977142,USD millions,Central Bank Data,Latin America,CRI,HND,69549.85603306709,25973.6726317766,13686.16141,2482.223849
Costa Rica,Mexico,2022,16.248115,USD millions,Central Bank Data,Latin America,CRI,MEX,69549.85603306709,1287850.32341001,13686.16141,10013.36686
Costa Rica,Nicaragua,2022,185.3,USD millions,Central Bank Data,Latin America,CRI,NIC,69549.85603306709,14644.1463457189,13686.16141,2175.738991
Costa Rica,Panama,2022,6.008642539,USD millions,INEC,Latin America,CRI,PAN,69549.85603306709,70048.9853448611,13686.16141,15917.42754
Croatia,Ecuador,2021,0.06871717,USD millions,Central Bank Data,Latin America,HRV,ECU,59714.8594776201,102825.145845295,15394.47073,5815.094774
Croatia,Mexico,2022,0.023571,USD millions,Central Bank Data,Latin America,HRV,MEX,64066.8404768464,1287850.32341001,16616.39154,10013.36686
Cuba,Ecuador,2021,0.00204,USD millions,Central Bank Data,Latin America,CUB,ECU,82070.6334234249,102825.145845295,7379.014004,5815.094774
Cuba,Mexico,2022,2.4e-05,USD millions,Central Bank Data,Latin America,CUB,MEX,83527.4272157299,1287850.32341001,7552.331522,10013.36686
Curaçao,Colombia,2022,3.742219159,USD millions,Central Bank Data,Latin America,CUW,COL,2596.08868812486,354752.90089902,17307.71946,6856.725905
Curaçao,Ecuador,2021,0.98085808,USD millions,Central Bank Data,Latin America,CUW,ECU,2405.50085535508,102825.145845295,15787.33768,5815.094774
Curaçao,Jamaica,2022,2.386317950,USD millions,Central Bank Data,Latin America,CUW,JAM,2596.08868812486,14806.3802902635,17307.71946,5215.086058
Curaçao,Mexico,2022,0.03468,USD millions,Central Bank Data,Latin America,CUW,MEX,2596.08868812486,1287850.32341001,17307.71946,10013.36686
Cyprus,Ecuador,2021,0.05351243,USD millions,Central Bank Data,Latin America,CYP,ECU,27215.9935700299,102825.145845295,30228.03516,5815.094774
Cyprus,Mexico,2022,0.014274,USD millions,Central Bank Data,Latin America,CYP,MEX,29176.8699292316,1287850.32341001,31967.54102,10013.36686
Czechia,Ecuador,2021,0.24212332,USD millions,Central Bank Data,Latin America,CZE,ECU,214043.320221167,102825.145845295,20373.8783,5815.094774
Czechia,Mexico,2022,0.037396,USD millions,Central Bank Data,Latin America,CZE,MEX,220137.49883073,1287850.32341001,20627.34865,10013.36686
Czechia,Panama,2022,0.065862787,USD millions,INEC,Latin America,CZE,PAN,220137.49883073,70048.9853448611,20627.34865,15917.42754
Dem. People's Republic of ..,Ecuador,2021,0.63828916,USD millions,Central Bank Data,Latin America,PRK,ECU,,102825.145845295,,5815.094774
Democratic Republic of the,Ecuador,2021,0.07578686,USD millions,Central Bank Data,Latin America,COD,ECU,48065.8802948504,102825.145845295,484.78465,5815.094774
Congo,Ecuador,2021,0.07578686,USD millions,Central Bank Data,Latin America,COG,ECU,10027.2616697995,102825.145845295,1701.790605,5815.094774
Congo,Mexico,2022,0.377893,USD millions,Central Bank Data,Latin America,COG,MEX,10175.199489763902,1287850.32341001,1686.002344,10013.36686
Denmark,Ecuador,2021,1.15053584,USD millions,Central Bank Data,Latin America,DNK,ECU,350255.593092935,102825.145845295,59803.92022,5815.094774
Denmark,Mexico,2022,0.31848,USD millions,Central Bank Data,Latin America,DNK,MEX,355650.135426456,1287850.32341001,60248.67122,10013.36686
Denmark,Panama,2022,0.230669853,USD millions,INEC,Latin America,DNK,PAN,355650.135426456,70048.9853448611,60248.67122,15917.42754
Djibouti,Mexico,2022,0.000503,USD millions,Central Bank Data,Latin America,DJI,MEX,3365.56165166421,1287850.32341001,2959.78673,10013.36686
Dominica,Ecuador,2021,0.01993682,USD millions,Central Bank Data,Latin America,DMA,ECU,520.030399241901,102825.145845295,7738.317301,5815.094774
Dominica,Mexico,2022,0.011373,USD millions,Central Bank Data,Latin America,DMA,MEX,574.096959632995,1287850.32341001,8590.922091,10013.36686
Dominica,Panama,2022,0.096307644,USD millions,INEC,Latin America,DMA,PAN,574.096959632995,70048.9853448611,8590.922091,15917.42754
Dominican Republic,Colombia,2022,28.542400070,USD millions,Central Bank Data,Latin America,DOM,COL,97686.4508239666,354752.90089902,8698.135921,6856.725905
Dominican Republic,Ecuador,2021,5.23839776,USD millions,Central Bank Data,Latin America,DOM,ECU,92824.3516368768,102825.145845295,8344.905103,5815.094774
Dominican Republic,Haiti,2019,67.948160177,USD millions,Central Bank Data,Latin America,DOM,HTI,88427.4524258944,15485.274058243,8117.046392,1394.421141
Dominican Republic,Mexico,2022,60.380278,USD millions,Central Bank Data,Latin America,DOM,MEX,97686.4508239666,1287850.32341001,8698.135921,10013.36686
Dominican Republic,Panama,2022,4.327045551,USD millions,INEC,Latin America,DOM,PAN,97686.4508239666,70048.9853448611,8698.135921,15917.42754
Ecuador,Chile,2021,8.539673828,USD millions,Central Bank Data,Latin America,ECU,CHL,102825.145845295,273390.12003128,5815.094774,14051.47136
Ecuador,Colombia,2022,244.241803388,USD millions,Central Bank Data,Latin America,ECU,COL,108859.360917986,354752.90089902,6107.49495,6856.725905
Ecuador,Mexico,2022,218.405967,USD millions,Central Bank Data,Latin America,ECU,MEX,108859.360917986,1287850.32341001,6107.49495,10013.36686
Ecuador,Panama,2022,9.276093832,USD millions,INEC,Latin America,ECU,PAN,108859.360917986,70048.9853448611,6107.49495,15917.42754
Egypt,Ecuador,2021,0.31432188,USD millions,Central Bank Data,Latin America,EGY,ECU,425777.537421996,102825.145845295,3837.319923,5815.094774
Egypt,Mexico,2022,0.069086,USD millions,Central Bank Data,Latin America,EGY,MEX,453827.10422460496,1287850.32341001,4029.782955,10013.36686
El Salvador,Ecuador,2021,2.64085197,USD millions,Central Bank Data,Latin America,SLV,ECU,26571.7312193539,102825.145845295,4247.547504,5815.094774
